"year","species_group_code","species_group_name","species_name","conf_flag","catch_mt"
"1993","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1993","SFL1","Shallow Water Flatfish","flounder, general",0,39.07
"1993","SFL1","Shallow Water Flatfish","flounder, starry",0,80.09
"1993","SFL1","Shallow Water Flatfish","sole, English",0,6.41
"1993","SFL1","Shallow Water Flatfish","sole, butter",0,250.47
"1993","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"1993","SFL1","Shallow Water Flatfish","sole, rock",0,7538.7
"1993","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"1993","SFL1","Shallow Water Flatfish","sole, yellowfin",0,69.55
"1993","SLR3","Other Slope Rockfish","rockfish, blackgill",1,NA
"1993","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1993","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1993","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,563.1
"1993","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1993","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,2062.24
"1993","SLR3","Other Slope Rockfish","rockfish, vermilion",1,NA
"1993","SLR3","Other Slope Rockfish","rockfish, yellowmouth",1,NA
"1993","SQID","Squid","squid, majestic",1,NA
"1993","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",1,NA
"1993","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",1,NA
"1993","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,1180.5
"1993","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,959.03
"1993","YSOL","Yellowfin Sole","sole, yellowfin",1,NA
"1993",NA,NA,"rockfish, dusky",0,157.36
"1993",NA,NA,NA,1,NA
"1994","AMCK","Atka Mackerel","greenling, atka mackerel",0,3537.36
"1994","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,21996.24
"1994","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1994","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,34.24
"1994","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",1,NA
"1994","DFL4","Deep Water Flatfish","flatfish, deep water",0,419.8
"1994","DFL4","Deep Water Flatfish","sole, dover",0,2383.17
"1994","DFL4","Deep Water Flatfish","turbot, Greenland",0,3.02
"1994","FSOL","Flathead Sole","sole, flathead",0,2511.53
"1994","NORK","Northern Rockfish","rockfish, northern",0,5913.18
"1994","OTHR","Other","groundfish, general",0,2521.11
"1994","OTHR","Other","squid, majestic",0,11.65
"1994","PCOD","Pacific Cod","cod, Pacific (gray)",0,45767.08
"1994","PELS","Pelagic Shelf Rockfish","rockfish, black",1,NA
"1994","PELS","Pelagic Shelf Rockfish","rockfish, blue",1,NA
"1994","PELS","Pelagic Shelf Rockfish","rockfish, dusky",1,NA
"1994","PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1671.13
"1994","PELS","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"1994","PELS","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1994","PLCK","Pollock","pollock, walleye",0,100468.93
"1994","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,1074.09
"1994","REXS","Rex Sole","sole, rex",0,3557.54
"1994","SABL","Sablefish","sablefish (blackcod)",0,9915.66
"1994","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,385.83
"1994","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1994","SFL1","Shallow Water Flatfish","flounder, general",0,69.28
"1994","SFL1","Shallow Water Flatfish","flounder, starry",1,NA
"1994","SFL1","Shallow Water Flatfish","sole, English",0,7.71
"1994","SFL1","Shallow Water Flatfish","sole, butter",0,229.38
"1994","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"1994","SFL1","Shallow Water Flatfish","sole, rock",0,3006.09
"1994","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"1994","SFL1","Shallow Water Flatfish","sole, yellowfin",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, pygmy",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,38.79
"1994","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, splitnose",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,653.16
"1994","SLR3","Other Slope Rockfish","rockfish, vermilion",1,NA
"1994","SLR3","Other Slope Rockfish","rockfish, yellowmouth",1,NA
"1994","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",1,NA
"1994","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",1,NA
"1994","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,1008.56
"1994","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,895.66
"1995","AMCK","Atka Mackerel","greenling, atka mackerel",0,698.63
"1995","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,17425.53
"1995","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1995","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"1995","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1995","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",0,15.9
"1995","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1995","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1995","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,35.5
"1995","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",0,52
"1995","DFL4","Deep Water Flatfish","flatfish, deep water",0,546.06
"1995","DFL4","Deep Water Flatfish","sole, dover",0,1368.13
"1995","DFL4","Deep Water Flatfish","turbot, Greenland",0,77.72
"1995","FSOL","Flathead Sole","sole, flathead",0,2152.04
"1995","NORK","Northern Rockfish","rockfish, northern",0,5589.59
"1995","OTHR","Other","groundfish, general",0,3069.98
"1995","OTHR","Other","squid, majestic",1,NA
"1995","PCOD","Pacific Cod","cod, Pacific (gray)",0,67981.5
"1995","PELS","Pelagic Shelf Rockfish","rockfish, black",1,NA
"1995","PELS","Pelagic Shelf Rockfish","rockfish, dusky",0,131.95
"1995","PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1775.34
"1995","PELS","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1995","PLCK","Pollock","pollock, walleye",0,69225.61
"1995","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,4019.82
"1995","REXS","Rex Sole","sole, rex",0,3847.13
"1995","SABL","Sablefish","sablefish (blackcod)",0,9419.8
"1995","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,1020.53
"1995","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1995","SFL1","Shallow Water Flatfish","flounder, general",0,51.2
"1995","SFL1","Shallow Water Flatfish","flounder, starry",0,134.7
"1995","SFL1","Shallow Water Flatfish","sole, English",0,16.26
"1995","SFL1","Shallow Water Flatfish","sole, butter",0,177.03
"1995","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"1995","SFL1","Shallow Water Flatfish","sole, rock",0,3921.79
"1995","SFL1","Shallow Water Flatfish","sole, sand",0,10.31
"1995","SFL1","Shallow Water Flatfish","sole, yellowfin",0,65.55
"1995","SLR3","Other Slope Rockfish","rockfish, blackgill",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,195.5
"1995","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, splitnose",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,600.18
"1995","SLR3","Other Slope Rockfish","rockfish, vermilion",1,NA
"1995","SLR3","Other Slope Rockfish","rockfish, yellowmouth",1,NA
"1995","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,80.84
"1995","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,110.24
"1995","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,1247.64
"1995","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,760.18
"1996","AMCK","Atka Mackerel","greenling, atka mackerel",0,1586.56
"1996","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,21732.32
"1996","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio",1,NA
"1996","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1996","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1996","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",0,13.86
"1996","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1996","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1996","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,36.97
"1996","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",1,NA
"1996","DFL4","Deep Water Flatfish","flatfish, deep water",0,533.49
"1996","DFL4","Deep Water Flatfish","sole, dover",0,1435.78
"1996","DFL4","Deep Water Flatfish","turbot, Greenland",1,NA
"1996","FSOL","Flathead Sole","sole, flathead",0,2973.17
"1996","NORK","Northern Rockfish","rockfish, northern",0,3318.54
"1996","OTHR","Other","groundfish, general",0,4110.36
"1996","OTHR","Other","squid, majestic",1,NA
"1996","PCOD","Pacific Cod","cod, Pacific (gray)",0,67328.55
"1996","PELS","Pelagic Shelf Rockfish","rockfish, black",1,NA
"1996","PELS","Pelagic Shelf Rockfish","rockfish, dusky",0,397.95
"1996","PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1260.56
"1996","PELS","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"1996","PELS","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1996","PLCK","Pollock","pollock, walleye",0,49853.88
"1996","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,6131.93
"1996","REXS","Rex Sole","sole, rex",0,5754.22
"1996","SABL","Sablefish","sablefish (blackcod)",0,8421.81
"1996","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,909.4
"1996","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1996","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"1996","SFL1","Shallow Water Flatfish","flounder, starry",0,805.88
"1996","SFL1","Shallow Water Flatfish","sole, English",0,12.66
"1996","SFL1","Shallow Water Flatfish","sole, butter",0,409.56
"1996","SFL1","Shallow Water Flatfish","sole, rock",0,6594.8
"1996","SFL1","Shallow Water Flatfish","sole, sand",0,6.35
"1996","SFL1","Shallow Water Flatfish","sole, yellowfin",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, harlequin",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,134
"1996","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, splitnose",1,NA
"1996","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,385.69
"1996","SLR3","Other Slope Rockfish","rockfish, vermilion",1,NA
"1996","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,132.46
"1996","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,103.34
"1996","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,832.02
"1996","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,772.43
"1997","AMCK","Atka Mackerel","greenling, atka mackerel",0,328.54
"1997","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,15252.69
"1997","BABU","Black/Blue Rockfish","rockfish, black",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",0,10.26
"1997","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1997","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,78.62
"1997","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",0,35.88
"1997","DFL4","Deep Water Flatfish","flatfish, deep water",0,265.9
"1997","DFL4","Deep Water Flatfish","sole, dover",0,2397.67
"1997","DFL4","Deep Water Flatfish","turbot, Greenland",0,2.83
"1997","FSOL","Flathead Sole","sole, flathead",0,2382.3
"1997","NORK","Northern Rockfish","rockfish, northern",0,2921.32
"1997","OTHR","Other","groundfish, general",0,4914.68
"1997","OTHR","Other","squid, majestic",0,26.65
"1997","PCOD","Pacific Cod","cod, Pacific (gray)",0,67610.61
"1997","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,628.01
"1997","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1310.5
"1997","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1997","PLCK","Pollock","pollock, walleye",0,84240.02
"1997","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,8540.95
"1997","REXS","Rex Sole","sole, rex",0,3118.93
"1997","ROCK","Other Rockfish","rockfish, dusky",1,NA
"1997","SABL","Sablefish","sablefish (blackcod)",0,7608.69
"1997","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,805.12
"1997","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1997","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"1997","SFL1","Shallow Water Flatfish","flounder, starry",1,NA
"1997","SFL1","Shallow Water Flatfish","sole, English",0,21.34
"1997","SFL1","Shallow Water Flatfish","sole, butter",0,451.57
"1997","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"1997","SFL1","Shallow Water Flatfish","sole, rock",0,5432.55
"1997","SFL1","Shallow Water Flatfish","sole, sand",0,42.89
"1997","SFL1","Shallow Water Flatfish","sole, yellowfin",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, harlequin",0,87.2
"1997","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,285.39
"1997","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,490.79
"1997","SLR3","Other Slope Rockfish","rockfish, vermilion",1,NA
"1997","SLR3","Other Slope Rockfish","rockfish, yellowmouth",1,NA
"1997","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,166.44
"1997","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,156.27
"1997","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,747.24
"1997","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,864.87
"1998","AMCK","Atka Mackerel","greenling, atka mackerel",0,316.81
"1998","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,12606.01
"1998","BABU","Black/Blue Rockfish","rockfish, black",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",0,25.18
"1998","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1998","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,45.32
"1998","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",0,50.21
"1998","DFL4","Deep Water Flatfish","flatfish, deep water",0,140.15
"1998","DFL4","Deep Water Flatfish","sole, dover",0,2050.07
"1998","DFL4","Deep Water Flatfish","turbot, Greenland",0,10.05
"1998","FSOL","Flathead Sole","sole, flathead",0,1723.92
"1998","NORK","Northern Rockfish","rockfish, northern",0,3044.78
"1998","OTHR","Other","groundfish, general",0,3442.76
"1998","OTHR","Other","squid, majestic",1,NA
"1998","PCOD","Pacific Cod","cod, Pacific (gray)",0,61250.95
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, dusky",0,1214.54
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic",0,1303.66
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, widow",1,NA
"1998","PEL7","Pelagic Shelf Rockfish","rockfish, yellowtail",1,NA
"1998","PLCK","Pollock","pollock, walleye",0,117436.29
"1998","POPA","Pacific Ocean Perch","perch, Pacific ocean",0,8298.29
"1998","REXS","Rex Sole","sole, rex",0,2635.2
"1998","SABL","Sablefish","sablefish (blackcod)",0,7353.71
"1998","SFL1","Shallow Water Flatfish","flatfish, shallow water",0,551.8
"1998","SFL1","Shallow Water Flatfish","flounder, Alaska plaice",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, general",1,NA
"1998","SFL1","Shallow Water Flatfish","flounder, starry",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, English",0,10.74
"1998","SFL1","Shallow Water Flatfish","sole, butter",0,177.6
"1998","SFL1","Shallow Water Flatfish","sole, petrale",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, rock",0,2480.56
"1998","SFL1","Shallow Water Flatfish","sole, sand",1,NA
"1998","SFL1","Shallow Water Flatfish","sole, yellowfin",0,15.37
"1998","SLR3","Other Slope Rockfish","rockfish, blackgill",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, darkblotched",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, greenstripe",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, harlequin",0,92.9
"1998","SLR3","Other Slope Rockfish","rockfish, redstripe",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, sharpchin",0,211.22
"1998","SLR3","Other Slope Rockfish","rockfish, silvergray",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, splitnose",1,NA
"1998","SLR3","Other Slope Rockfish","rockfish, unspecified slope",0,284.31
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, rougheye",0,276.05
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker",0,111.93
"1998","SRRE","Shortraker/Rougheye Rockfish","rockfish, shortraker/rougheye",0,608.68
"1998","THDS","Thornyhead Rockfish","rockfish, thornyhead (idiots)",0,953.9
"1999","AMCK","Atka Mackerel","greenling, atka mackerel",0,260.83
"1999","ARTH","Arrowtooth Flounder","flounder, arrowtooth",0,15582.97
"1999","BABU","Black/Blue Rockfish","rockfish, black",0,140.62
"1999","BABU","Black/Blue Rockfish","rockfish, blue",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, bocaccio",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, canary",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, china",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, copper",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, quillback",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, redbanded",0,13.76
"1999","DEM1","Demersal Shelf Rockfish","rockfish, rosethorn",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, tiger",1,NA
"1999","DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal",0,47.16
"1999","DEM1","Demersal Shelf Rockfish","rockfish, yelloweye (red snapper)",1,NA
"1999","DFL4","Deep Water Flatfish","flatfish, deep water",0,431.31
"1999","DFL4","Deep Water Flatfish","sole, dover",0,1449.8
"1999","DFL4","Deep Water Flatfish","turbot, Greenland",0,5.74
"1999","FSOL","Flathead Sole","sole, flathead",0,872.72
"1999","NONQ","Non TAC Species","Pacific sand fish",1,NA
