Year,Group,Type,Stdev,SE,Value,Scale,CV,Species,Loc,n,Source
2001,Nca,,,,0.013111298,1,,,,,fall_gak
2002,Nca,,,,0.038219202,1,,,,,fall_gak
2003,Nca,,,,0.009486405,1,,,,,fall_gak
2004,Nca,,,,0.018290425,1,,,,,fall_gak
2005,Nca,,,,0.020582277,1,,,,,fall_gak
2006,Nca,,,,0.027056042,1,,,,,fall_gak
2007,Nca,,,,0.028133409,1,,,,,fall_gak
2008,Nca,,,,0.020964611,1,,,,,fall_gak
2009,Nca,,,,0.02429679,1,,,,,fall_gak
2010,Nca,,,,0.025181795,1,,,,,fall_gak
2011,Nca,,,,0.023071544,1,,,,,fall_gak
2012,Nca,,,,0.027063843,1,,,,,fall_gak
2013,Nca,,,,0.030637044,1,,,,,fall_gak
2014,Nca,,,,0.028803535,1,,,,,fall_gak
2015,Nca,,,,0.015296271,1,,,,,fall_gak
2016,Nca,,,,0.012798113,1,,,,,fall_gak
2017,Nca,,,,0.028795864,1,,,,,fall_gak
2018,Nca,,,,0.019824748,1,,,,,fall_gak
2019,Nca,,,,0.011243889,1,,,,,fall_gak
2020,Nca,,,,0.0113,1,,,,,fall_gak
2021,Nca,,,,0.03,1,,,,,fall_gak
1998,Eup,,,,0.004870723,1,,,,,spring_gak
1999,Eup,,,,0.013292609,1,,,,,spring_gak
2000,Eup,,,,0.0116955,1,,,,,spring_gak
2001,Eup,,,,0.019515354,1,,,,,spring_gak
2002,Eup,,,,0.048852649,1,,,,,spring_gak
2003,Eup,,,,0.011924239,1,,,,,spring_gak
2004,Eup,,,,0.008334425,1,,,,,spring_gak
2005,Eup,,,,0.015882634,1,,,,,spring_gak
2006,Eup,,,,0.017576817,1,,,,,spring_gak
2007,Eup,,,,0.01167941,1,,,,,spring_gak
2008,Eup,,,,0.016442632,1,,,,,spring_gak
2009,Eup,,,,0.05787259,1,,,,,spring_gak
2010,Eup,,,,0.014294547,1,,,,,spring_gak
2011,Eup,,,,0.003163531,1,,,,,spring_gak
2012,Eup,,,,0.054680996,1,,,,,spring_gak
2013,Eup,,,,0.015234798,1,,,,,spring_gak
2014,Eup,,,,0.042954154,1,,,,,spring_gak
2015,Eup,,,,0.010559637,1,,,,,spring_gak
2016,Eup,,,,0.008740819,1,,,,,spring_gak
2017,Eup,,,,0.005361659,1,,,,,spring_gak
2018,Eup,,,,0.03266684,1,,,,,spring_gak
2019,Eup,,,,0.006959605,1,,,,,spring_gak
2020,Eup,,,,0.113876484,1,,,,,spring_gak
2021,Eup,,,,0.031,1,,,,,spring_gak
2022,Eup,,,,0.027,1,,,,,spring_gak
1998,Eup,,,,0.024848254,1,,,,,fall_gak
1999,Eup,,,,0.023887055,1,,,,,fall_gak
2000,Eup,,,,0.018714521,1,,,,,fall_gak
2001,Eup,,,,0.031919427,1,,,,,fall_gak
2002,Eup,,,,0.07942237,1,,,,,fall_gak
2003,Eup,,,,0.034537699,1,,,,,fall_gak
2004,Eup,,,,0.057471696,1,,,,,fall_gak
2005,Eup,,,,0.021981094,1,,,,,fall_gak
2006,Eup,,,,0.014297151,1,,,,,fall_gak
2007,Eup,,,,0.038227223,1,,,,,fall_gak
2008,Eup,,,,0.032777466,1,,,,,fall_gak
2009,Eup,,,,0.060154777,1,,,,,fall_gak
2010,Eup,,,,0.07801868,1,,,,,fall_gak
2011,Eup,,,,0.024797305,1,,,,,fall_gak
2012,Eup,,,,0.033995993,1,,,,,fall_gak
2013,Eup,,,,0.035836648,1,,,,,fall_gak
2014,Eup,,,,0.023229158,1,,,,,fall_gak
2015,Eup,,,,0.016607596,1,,,,,fall_gak
2016,Eup,,,,0.017039984,1,,,,,fall_gak
2017,Eup,,,,0.038251255,1,,,,,fall_gak
2018,Eup,,,,0.097161595,1,,,,,fall_gak
2019,Eup,,,,0.054762706,1,,,,,fall_gak
2020,Eup,,,,0.018191647,1,,,,,fall_gak
2021,Eup,,,,0.055,1,,,,,fall_gak
