"year","model","race_group","stratum","wgtcpue","numcpue","stratum_bin","area","stations","bottom_temp_mean","surface_temp_mean","bio_t_km2","bio_tons"
1990,"WGOA","Big skate",30,1189.76142836237,73.2671870655866,30,5766.075,14,NA,10.5363636363636,0.0849829591687409,490.018116288898
1990,"WGOA","Big skate",31,631.465722031275,52.3754345234923,31,15403.147,23,7,10.6166666666667,0.0274550313926641,422.89388443082
1990,"WGOA","Big skate",32,2604.90639498438,161.387248519298,32,9886.88,7,10.4833333333333,11.8,0.372129484997768,3679.19956263474
1990,"WGOA","Big skate",111,2145.76288740388,125.780696247166,111,8153.739,24,NA,6.75,0.0894067869751616,728.999605824067
1990,"WGOA","Big skate",112,426.179958791159,23.199780010406,112,2278.242,9,3.93333333333333,9.95,0.0473533287545732,107.882342408476
1990,"WGOA","Big skate",120,312.947693373353,22.9973319645321,120,11104.039,71,5.13571428571429,10.1794871794872,0.00440771399117399,48.9434280588417
1990,"WGOA","Big skate",121,3829.57194128917,121.339440238315,121,7734.619,21,4.65,10.5875,0.182360568632818,1410.4895189982
1990,"WGOA","Big skate",130,479.496209316079,21.1418081709029,130,7911.775,36,5.66666666666667,11.0761904761905,0.0133193391476688,105.379614485048
1990,"WGOA","Deep-water flatfish",12,37.9074523048942,63.7541225157089,12,6875.823,9,NA,8.16666666666667,0.00421193914498825,28.9605480477105
1990,"WGOA","Deep-water flatfish",13,137.984281070307,210.591577010813,13,12398.789,13,3.9,8.81666666666667,0.0106141754669467,131.602922023648
1990,"WGOA","Deep-water flatfish",20,154.37273987718,236.656430000185,20,7940.852,9,8.7,11.52,0.01715252665302,136.205675577687
1990,"WGOA","Deep-water flatfish",22,11116.4137511415,8443.25754575985,22,10792.012,13,8.5,10.6545454545455,0.855108750087807,9228.34389225262
1990,"WGOA","Deep-water flatfish",30,1467.73563868791,1360.4170096499,30,5766.075,14,NA,10.5363636363636,0.104838259906279,604.505269489099
1990,"WGOA","Deep-water flatfish",31,1273.00367424611,1636.17134614376,31,15403.147,23,7,10.6166666666667,0.0553479858367876,852.533161997957
1990,"WGOA","Deep-water flatfish",33,275.757143244214,451.907606484358,33,5260.082,6,5.55,13.36,0.0459595238740357,241.750864258385
1990,"WGOA","Deep-water flatfish",35,77.4693291753763,56.9208884462721,35,2199.622,1,NA,NA,0.0774693291753763,170.403240779399
1990,"WGOA","Deep-water flatfish",110,492.85789978154,562.350111153543,110,4245.316,12,NA,7.5,0.0410714916484616,174.361460639081
1990,"WGOA","Deep-water flatfish",111,1407.90184623649,1390.97313023474,111,8153.739,24,NA,6.75,0.0586625769265206,478.319341326271
1990,"WGOA","Deep-water flatfish",112,250.798590342781,482.325847721451,112,2278.242,9,3.93333333333333,9.95,0.0278665100380868,63.4866535621909
1990,"WGOA","Deep-water flatfish",120,8814.82461727699,11357.0931664556,120,11104.039,71,5.13571428571429,10.1794871794872,0.124152459398267,1378.59375110428
1990,"WGOA","Deep-water flatfish",121,7608.63962833214,7336.36257220496,121,7734.619,21,4.65,10.5875,0.362316172777721,2802.37755397384
1990,"WGOA","Deep-water flatfish",122,3241.16594386893,3475.73761057364,122,5010.738,17,5.05,10.0454545454545,0.190656820227584,955.331374073524
1990,"WGOA","Deep-water flatfish",130,40512.5641162393,41344.0473249669,130,7911.775,36,5.66666666666667,11.0761904761905,1.12534900322887,8903.50811002108
1990,"WGOA","Deep-water flatfish",131,57087.3086959965,65698.4445351273,131,7336.402,28,5.46153846153846,12.4647058823529,2.03883245342845,14957.6944889974
1990,"WGOA","Deep-water flatfish",132,7930.47321631066,9483.82130938322,132,10980.778,23,5.36923076923077,11.6888888888889,0.344803183317855,3786.20720970667
1990,"WGOA","Deep-water flatfish",133,17731.0466031723,24946.6936987815,133,12077.011,31,5.52307692307692,13.8846153846154,0.571969245263621,6907.67886671045
1990,"WGOA","Deep-water flatfish",134,5961.30180415543,8848.66990739013,134,5025.806,12,5.46,11.9375,0.496775150346286,2496.69553126127
1990,"WGOA","Deep-water flatfish",210,144.70972652657,200.153007977907,210,2787.949,8,NA,7.43333333333333,0.0180887158158213,50.4304171700031
1990,"WGOA","Deep-water flatfish",220,12852.9054353507,15575.3188679218,220,10017.785,12,4.7,10.65,1.07107545294589,10729.8036063895
1990,"WGOA","Deep-water flatfish",221,895.141518944173,1010.26430222006,221,1528.313,5,5,10.3,0.179028303788835,273.611284048425
1990,"WGOA","Deep-water flatfish",230,10120.0077670364,12737.5628246084,230,6659.46,17,5.2625,12.9357142857143,0.595294574531554,3964.3404073099
1990,"WGOA","Deep-water flatfish",231,2479.13093668544,4333.69439508645,231,1622.614,6,5.3,12.3666666666667,0.413188489447574,670.445427616485
1990,"WGOA","Deep-water flatfish",232,9.72554365842605,21.4219023313349,232,3208.227,5,4.76666666666667,12.875,0.00194510873168521,6.24035035092825
1990,"WGOA","Deep-water flatfish",310,1994.70838274622,2868.52444970263,310,2531.101,7,NA,8.15,0.284958340392317,721.258340325334
1990,"WGOA","Deep-water flatfish",320,1518.76824176998,1721.98375399964,320,1603.961,4,3.8,10.7666666666667,0.379692060442494,609.011256959403
1990,"WGOA","Deep-water flatfish",330,2955.13887140796,4028.40098509356,330,2911.769,6,4.5,12.7333333333333,0.49252314523466,1434.11362607678
1990,"WGOA","Demersal shelf rockfish",33,354.468966816002,320.964676502634,33,5260.082,6,5.55,13.36,0.0590781611360003,310.755971984575
1990,"WGOA","Demersal shelf rockfish",120,197.447031177956,263.907440183464,120,11104.039,71,5.13571428571429,10.1794871794872,0.00278094410109797,30.8797117554118
1990,"WGOA","Demersal shelf rockfish",131,196.816563345288,76.9233079267467,131,7336.402,28,5.46153846153846,12.4647058823529,0.00702916297661744,51.5687653199821
1990,"WGOA","Demersal shelf rockfish",133,875.060066784361,698.917511393023,133,12077.011,31,5.52307692307692,13.8846153846154,0.0282277440898181,340.906775877918
1990,"WGOA","Demersal shelf rockfish",230,63.3751923141398,23.2825835099705,230,6659.46,17,5.2625,12.9357142857143,0.00372795248906705,24.8261504828424
1990,"WGOA","Flathead sole",10,1001.51400566099,2939.73540091736,10,8332.718,24,NA,6.09333333333333,0.0417297502358747,347.722240925978
1990,"WGOA","Flathead sole",11,21463.5617493751,62756.7507556197,11,13681.241,29,NA,6.60625,0.740122818943969,10125.7986555718
1990,"WGOA","Flathead sole",12,36413.0620379617,116815.250515125,12,6875.823,9,NA,8.16666666666667,4.04589578199574,27818.8632734493
1990,"WGOA","Flathead sole",13,7990.12762352205,28762.436039727,13,12398.789,13,3.9,8.81666666666667,0.614625201809389,7620.60819131703
1990,"WGOA","Flathead sole",20,7163.80355525844,22771.3662794207,20,7940.852,9,8.7,11.52,0.795978172806493,6320.74486548678
1990,"WGOA","Flathead sole",21,1096.19919545013,1798.96656956582,21,7302.086,4,4.8,10.15,0.274049798862533,2001.13519957692
1990,"WGOA","Flathead sole",22,25994.5622664815,86797.0242142433,22,10792.012,13,8.5,10.6545454545455,1.99958171280627,21579.5098395858
1990,"WGOA","Flathead sole",30,124690.554459929,302810.022610654,30,5766.075,14,NA,10.5363636363636,8.90646817570923,51355.3634862526
1990,"WGOA","Flathead sole",31,10540.7687964825,24746.8241730546,31,15403.147,23,7,10.6166666666667,0.458294295499239,7059.17440283621
1990,"WGOA","Flathead sole",32,292.85515539384,1956.14941665015,32,9886.88,7,10.4833333333333,11.8,0.0418364507705485,413.631968394321
1990,"WGOA","Flathead sole",33,2300.80680420804,6875.89639025565,33,5260.082,6,5.55,13.36,0.38346780070134,2017.07207604871
1990,"WGOA","Flathead sole",35,4234.28797062973,14799.4309960307,35,2199.622,1,NA,NA,4.23428797062973,9313.83297453251
1990,"WGOA","Flathead sole",110,16141.5410984943,70508.0161542822,110,4245.316,12,NA,7.5,1.34512842487453,5710.49522417463
1990,"WGOA","Flathead sole",111,1719.76423118841,3598.91820443213,111,8153.739,24,NA,6.75,0.0716568429661836,584.271195110247
1990,"WGOA","Flathead sole",112,25288.763410195,92749.3712141862,112,2278.242,9,3.93333333333333,9.95,2.80986260113278,6401.54699212995
1990,"WGOA","Flathead sole",120,76853.2712435042,270138.591206198,120,11104.039,71,5.13571428571429,10.1794871794872,1.08244044004936,12019.4608614852
1990,"WGOA","Flathead sole",121,14975.3281787827,41498.900418549,121,7734.619,21,4.65,10.5875,0.713110865656317,5515.6408506118
1990,"WGOA","Flathead sole",122,1076.19028788936,3119.57542220457,122,5010.738,17,5.05,10.0454545454545,0.063305311052315,317.206327691655
1990,"WGOA","Flathead sole",130,62778.6550665112,185366.518996323,130,7911.775,36,5.66666666666667,11.0761904761905,1.74385152962531,13796.9609358013
1990,"WGOA","Flathead sole",131,27946.9172620461,90475.5092434653,131,7336.402,28,5.46153846153846,12.4647058823529,0.998104187930216,7322.49356053961
1990,"WGOA","Flathead sole",132,14733.124980846,42202.0416805066,132,10980.778,23,5.36923076923077,11.6888888888889,0.64057065134113,7033.96411569235
1990,"WGOA","Flathead sole",133,16696.5729334271,52883.8405312565,133,12077.011,31,5.52307692307692,13.8846153846154,0.538599126884746,6504.66757997747
1990,"WGOA","Flathead sole",134,213.912900999657,745.673242960169,134,5025.806,12,5.46,11.9375,0.0178260750833047,89.5903951101235
1990,"WGOA","Flathead sole",210,375.410279050258,744.451278614464,210,2787.949,8,NA,7.43333333333333,0.0469262848812822,130.828089008486
1990,"WGOA","Flathead sole",220,6063.22547277346,15989.8972548044,220,10017.785,12,4.7,10.65,0.505268789397788,5061.67409939732
1990,"WGOA","Flathead sole",221,87.6256472541662,346.390681143896,221,1528.313,5,5,10.3,0.0175251294508332,26.7838831663913
1990,"WGOA","Flathead sole",230,3660.65283328693,15502.2358548547,230,6659.46,17,5.2625,12.9357142857143,0.215332519605113,1433.99830100947
1990,"WGOA","Flathead sole",231,414.398233920927,2713.13122547501,231,1622.614,6,5.3,12.3666666666667,0.0690663723201546,112.068062655895
1990,"WGOA","Flathead sole",232,3049.08765978162,7939.32661928509,232,3208.227,5,4.76666666666667,12.875,0.609817531956323,1956.43307109564
1990,"WGOA","Flathead sole",330,9.95140426808276,109.596963304876,330,2911.769,6,4.5,12.7333333333333,0.00165856737801379,4.82936507571185
1990,"WGOA","Gelatinous carnivores",10,119.064550555089,91.1145005818486,10,8332.718,24,NA,6.09333333333333,0.00496102293979537,41.3388051488458
1990,"WGOA","Gelatinous carnivores",11,227.235975761765,139.008948927186,11,13681.241,29,NA,6.60625,0.00783572330212983,107.202418905754
1990,"WGOA","Gelatinous carnivores",13,1.57921429125765,17.3540032006335,13,12398.789,13,3.9,8.81666666666667,0.000121478022404435,1.50618036792986
1990,"WGOA","Gelatinous carnivores",20,2960.64026800491,0,20,7940.852,9,8.7,11.52,0.328960029778323,2612.22291038526
1990,"WGOA","Gelatinous carnivores",21,17.8972038566034,43.7655612209694,21,7302.086,4,4.8,10.15,0.00447430096415085,32.6717304301124
1990,"WGOA","Gelatinous carnivores",22,2763.94874038973,555.967589313413,22,10792.012,13,8.5,10.6545454545455,0.212611441568441,2294.50522874391
1990,"WGOA","Gelatinous carnivores",30,5681.09012724912,356.06854746821,30,5766.075,14,NA,10.5363636363636,0.405792151946365,2339.82798253414
1990,"WGOA","Gelatinous carnivores",31,2653.81837139973,25.0880452403688,31,15403.147,23,7,10.6166666666667,0.115383407452162,1777.26758634655
1990,"WGOA","Gelatinous carnivores",32,4407.31682694316,0,32,9886.88,7,10.4833333333333,11.8,0.629616689563308,6224.94465570968
1990,"WGOA","Gelatinous carnivores",33,6259.80557855298,5546.88664295312,33,5260.082,6,5.55,13.36,1.04330092975883,5487.84844120769
1990,"WGOA","Gelatinous carnivores",35,774.57944997687,0,35,2199.622,1,NA,NA,0.77457944997687,1703.78199891702
1990,"WGOA","Gelatinous carnivores",111,53.6732799265192,23.0609648892197,111,8153.739,24,NA,6.75,0.00223638666360496,18.2349131581157
1990,"WGOA","Gelatinous carnivores",112,73.8000240364208,75.7207861634903,112,2278.242,9,3.93333333333333,9.95,0.00820000267071343,18.6815904845315
1990,"WGOA","Gelatinous carnivores",120,330.938641943676,776.416415742851,120,11104.039,71,5.13571428571429,10.1794871794872,0.00466110763300952,51.7571209401354
1990,"WGOA","Gelatinous carnivores",121,5647.67222967109,194.91277964697,121,7734.619,21,4.65,10.5875,0.268936772841481,2080.1234730184
1990,"WGOA","Gelatinous carnivores",122,2721.01089724734,0,122,5010.738,17,5.05,10.0454545454545,0.160059464543961,802.01604125008
1990,"WGOA","Gelatinous carnivores",130,13843.0303848046,1791.44839818669,130,7911.775,36,5.66666666666667,11.0761904761905,0.384528621800127,3042.3039367427
1990,"WGOA","Gelatinous carnivores",131,3663.38722104814,2165.95354830657,131,7336.402,28,5.46153846153846,12.4647058823529,0.130835257894576,959.860047688285
1990,"WGOA","Gelatinous carnivores",132,23406.9507003214,1326.81237224862,132,10980.778,23,5.36923076923077,11.6888888888889,1.01769350870963,11175.0664911815
1990,"WGOA","Gelatinous carnivores",133,6413.64400149916,4309.9889034435,133,12077.011,31,5.52307692307692,13.8846153846154,0.206891741983844,2498.63384374804
1990,"WGOA","Gelatinous carnivores",134,1410.16518267446,889.638415264416,134,5025.806,12,5.46,11.9375,0.117513765222872,590.601386339701
1990,"WGOA","Gelatinous carnivores",210,27.6443743190465,0,210,2787.949,8,NA,7.43333333333333,0.00345554678988082,9.63388821730144
1990,"WGOA","Gelatinous carnivores",220,2217.38137228004,77.055496794318,220,10017.785,12,4.7,10.65,0.184781781023337,1851.10415420887
1990,"WGOA","Gelatinous carnivores",221,189.077259068914,0,221,1528.313,5,5,10.3,0.0378154518137828,57.7938466078778
1990,"WGOA","Gelatinous carnivores",230,1215.91032450047,1207.76939710622,230,6659.46,17,5.2625,12.9357142857143,0.0715241367353217,476.312127623405
1990,"WGOA","Gelatinous carnivores",231,492.423241399908,166.746583440668,231,1622.614,6,5.3,12.3666666666667,0.0820705402333179,133.168807570145
1990,"WGOA","Gelatinous carnivores",232,3949.54351210367,0,232,3208.227,5,4.76666666666667,12.875,0.789908702420734,2534.20642664116
1990,"WGOA","Gelatinous carnivores",310,10.4230725133155,22.9583095006949,310,2531.101,7,NA,8.15,0.00148901035904507,3.76883560878933
1990,"WGOA","Gelatinous carnivores",320,39.2598014441121,123.907246504669,320,1603.961,4,3.8,10.7666666666667,0.00981495036102804,15.7427975960249
1990,"WGOA","Gelatinous carnivores",330,485.46969638025,177.925839587308,330,2911.769,6,4.5,12.7333333333333,0.0809116160633749,235.595935393237
1990,"WGOA","Infauna",10,15.847499024569,520.531904680132,10,8332.718,24,NA,6.09333333333333,0.000660312459357043,5.5021975157087
1990,"WGOA","Infauna",11,110.336459788569,1116.63480412963,11,13681.241,29,NA,6.60625,0.00380470550995067,52.053093015663
1990,"WGOA","Infauna",12,2.22946976838994,48.9993355690097,12,6875.823,9,NA,8.16666666666667,0.000247718863154438,1.70327105681114
1990,"WGOA","Infauna",20,8.57343940606993,512.851282752878,20,7940.852,9,8.7,11.52,0.000952604378452214,7.56449038384102
1990,"WGOA","Infauna",21,4.96694711588816,272.909182191657,21,7302.086,4,4.8,10.15,0.00124173677897204,9.06726874941682
1990,"WGOA","Infauna",22,12.0531979286684,52.8090038373843,22,10792.012,13,8.5,10.6545454545455,0.000927169071436028,10.0060197449665
1990,"WGOA","Infauna",30,201.178315435471,5789.05052492078,30,5766.075,14,NA,10.5363636363636,0.0143698796739622,82.8578039410415
1990,"WGOA","Infauna",31,505.588849199308,5382.14325863023,31,15403.147,23,7,10.6166666666667,0.0219821238782308,338.593885468599
1990,"WGOA","Infauna",32,3.89656901368097,28.6512427476542,32,9886.88,7,10.4833333333333,11.8,0.000556652716240138,5.5035586071403
1990,"WGOA","Infauna",33,0.98251820638987,43.6674758395498,33,5260.082,6,5.55,13.36,0.000163753034398312,0.86135438868394
1990,"WGOA","Infauna",111,22.3184596051594,459.661069339793,111,8153.739,24,NA,6.75,0.000929935816881641,7.5824539376047
1990,"WGOA","Infauna",112,1.13581179245235,25.2402620544968,112,2278.242,9,3.93333333333333,9.95,0.000126201310272484,0.287517125517804
1990,"WGOA","Infauna",120,31.1971713053177,537.545752007364,120,11104.039,71,5.13571428571429,10.1794871794872,0.000439396778948137,4.87907896991449
1990,"WGOA","Infauna",121,56.34066383837,2128.85993514357,121,7734.619,21,4.65,10.5875,0.00268288875420809,20.7511223331843
1990,"WGOA","Infauna",122,28.1079449713481,159.464087791018,122,5010.738,17,5.05,10.0454545454545,0.00165340852772636,8.28479693940253
1990,"WGOA","Infauna",130,32.7797121018797,564.723918638746,130,7911.775,36,5.66666666666667,11.0761904761905,0.000910547558385546,7.2040474087458
1990,"WGOA","Infauna",131,15.0323319370795,331.291061974205,131,7336.402,28,5.46153846153846,12.4647058823529,0.000536868997752841,3.93868678885194
1990,"WGOA","Infauna",132,57.9543907945832,1507.50603331533,132,10980.778,23,5.36923076923077,11.6888888888889,0.00251975612150362,27.6688825843722
1990,"WGOA","Infauna",133,2.18517041581377,48.5593425736394,133,12077.011,31,5.52307692307692,13.8846153846154,7.04893682520572e-05,0.851300875763145
1990,"WGOA","Infauna",134,19.7507332617265,889.716014494242,134,5025.806,12,5.46,11.9375,0.00164589443847721,8.27194614426537
1990,"WGOA","Infauna",220,1.07662652428783,23.925033873063,220,10017.785,12,4.7,10.65,8.97188770239861e-05,0.898784420467732
1990,"WGOA","Infauna",230,1.03488186616521,22.9973748036714,230,6659.46,17,5.2625,12.9357142857143,6.08754038920714e-05,0.405397317203094
1990,"WGOA","King crab",22,205.114794213826,42.6611468830753,22,10792.012,13,8.5,10.6545454545455,0.0157780610933712,170.277024656395
1990,"WGOA","King crab",30,1160.817672813,223.616418136067,30,5766.075,14,NA,10.5363636363636,0.0829155480580717,478.097268768946
1990,"WGOA","King crab",112,23.1533804503852,23.199780010406,112,2278.242,9,3.93333333333333,9.95,0.00257259782782058,5.86100042044961
1990,"WGOA","King crab",210,32.0610974742168,23.5570150435098,210,2787.949,8,NA,7.43333333333333,0.00400763718427711,11.1730880802682
1990,"WGOA","King crab",221,33.9964412894948,24.9790163772923,221,1528.313,5,5,10.3,0.00679928825789895,10.3914406352943
1990,"WGOA","King crab",230,26.6851533125594,23.5318812280065,230,6659.46,17,5.2625,12.9357142857143,0.00156971490073879,10.4534535928739
1990,"WGOA","King crab",330,1.12054234249377,24.9009409443059,330,2911.769,6,4.5,12.7333333333333,0.000186757057082294,0.543793409343455
1990,"WGOA","Large sculpins",10,12135.7974746284,15054.8923690517,10,8332.718,24,NA,6.09333333333333,0.505658228109518,4213.50741921629
1990,"WGOA","Large sculpins",11,4403.55471430328,8787.90424962205,11,13681.241,29,NA,6.60625,0.15184671428632,2077.45149320929
1990,"WGOA","Large sculpins",12,6032.48009027884,6697.00404458698,12,6875.823,9,NA,8.16666666666667,0.670275565586537,4608.69615019792
1990,"WGOA","Large sculpins",13,1596.44075422199,2646.23006212672,13,12398.789,13,3.9,8.81666666666667,0.122803134940153,1522.61015866149
1990,"WGOA","Large sculpins",20,125.778120593096,132.00204629468,20,7940.852,9,8.7,11.52,0.0139753467325662,110.976160051992
1990,"WGOA","Large sculpins",22,543.256341632705,423.841303842253,22,10792.012,13,8.5,10.6545454545455,0.0417889493563619,450.98684292125
1990,"WGOA","Large sculpins",30,2856.22544858482,3625.64930484033,30,5766.075,14,NA,10.5363636363636,0.204016103470344,1176.37215381776
1990,"WGOA","Large sculpins",31,1207.31441197536,3075.7806381838,31,15403.147,23,7,10.6166666666667,0.0524919309554506,808.540928820656
1990,"WGOA","Large sculpins",32,486.791591452512,532.147671271423,32,9886.88,7,10.4833333333333,11.8,0.0695416559217875,687.550007100002
1990,"WGOA","Large sculpins",33,310.100995245495,190.365825325926,33,5260.082,6,5.55,13.36,0.0516834992075825,271.859443878819
1990,"WGOA","Large sculpins",35,51.6272458207688,85.3813326694081,35,2199.622,1,NA,NA,0.0516272458207688,113.560425706771
1990,"WGOA","Large sculpins",110,940.828144021003,341.675443580694,110,4245.316,12,NA,7.5,0.0784023453350836,332.842731088556
1990,"WGOA","Large sculpins",111,1087.22773297601,1915.04673924582,111,8153.739,24,NA,6.75,0.0453011555406672,369.373798677004
1990,"WGOA","Large sculpins",112,1061.70234594451,357.884135892331,112,2278.242,9,3.93333333333333,9.95,0.117966927327168,268.757208447701
1990,"WGOA","Large sculpins",120,3883.96735722572,2630.68489180313,120,11104.039,71,5.13571428571429,10.1794871794872,0.0547037655947285,607.432746610723
1990,"WGOA","Large sculpins",121,2664.55483394626,1340.98600560906,121,7734.619,21,4.65,10.5875,0.126883563521251,981.396021199171
1990,"WGOA","Large sculpins",122,821.74793780058,169.254665847552,122,5010.738,17,5.05,10.0454545454545,0.0483381139882694,242.209624609353
1990,"WGOA","Large sculpins",130,7134.25962678307,10191.8600427942,130,7911.775,36,5.66666666666667,11.0761904761905,0.198173878521752,1567.90713774143
1990,"WGOA","Large sculpins",131,1603.37275793898,300.596275318787,131,7336.402,28,5.46153846153846,12.4647058823529,0.0572633127835352,420.106682431753
1990,"WGOA","Large sculpins",132,555.475998079881,996.266397185519,132,10980.778,23,5.36923076923077,11.6888888888889,0.0241511303512992,265.198200836678
1990,"WGOA","Large sculpins",133,780.500262328205,149.454677042962,133,12077.011,31,5.52307692307692,13.8846153846154,0.0251774278170389,304.068072698085
1990,"WGOA","Large sculpins",210,106.85462023736,23.5570150435098,210,2787.949,8,NA,7.43333333333333,0.0133568275296701,37.2381539545161
1990,"WGOA","Large sculpins",220,3351.24582904965,786.748003036959,220,10017.785,12,4.7,10.65,0.279270485754138,2797.67168313052
1990,"WGOA","Large sculpins",230,2224.54891056046,380.520469611876,230,6659.46,17,5.2625,12.9357142857143,0.130855818268262,871.429087524763
1990,"WGOA","Large sculpins",231,632.28890405624,113.439145764604,231,1622.614,6,5.3,12.3666666666667,0.105381484009373,170.993471294385
1990,"WGOA","Large sculpins",232,17.1571912572582,40.5367309114033,232,3208.227,5,4.76666666666667,12.875,0.00343143825145164,11.00883284714
